IGPCV;DENOMINACION;PROVINCIA;MUNICIPIO;UTMESTE;UTMNORTE;CODCLASIFICACION;CLASIFICACION;CODCATEGORIA;CATEGORIA
"46.250-9999-000543";"Campana l'Andreu de la catedral de Santa María de Valencia";"VALENCIA";"VALÈNCIA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.250-9999-000544";"Campana de la mitja del seminario Corpus Christi de Valencia";"VALENCIA";"VALÈNCIA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.250-9999-000545";"Campana el Mauro del seminario Corpus Christi de Valencia";"VALENCIA";"VALÈNCIA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"46.250-9999-000545";"Conjunto visigodo iglesia-cárcel de San Vicente";"VALENCIA";"VALÈNCIA";"4372868";"725856";1;"Bienes inmuebles 1ª";;
"46.250-9999-000562";"Escudo de Doña Antonia Durán Rubio de Salinas";"VALENCIA";"VALÈNCIA";;;1;"Bienes inmuebles 1ª";;
"46.250-9999-000563";"Real Colegio Seminario del Corpus Christi o del Patriarca";"VALENCIA";"VALÈNCIA";"4372513";"725967";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.250-9999-000597";"Cruz Cubierta";"VALENCIA";"VALÈNCIA";"4369751";"724950";1;"Bienes inmuebles 1ª";;
"46.251-9999-000001";"Castillo";"VALENCIA";"VALLADA";"4306874";"700295";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.255-9999-000001";"Castillo";"VALENCIA";"VILALLONGA";"4307931";"744093";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.256-9999-000001";"Castillo";"VALENCIA";"VILAMARXANT";"4382538";"704481";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.257-9999-000005";"El Castellet";"VALENCIA";"CASTELLÓ";"4325845";"714732";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.258-9999-000001";"Escudo de Jorge de Austria";"VALENCIA";"VILLAR DEL ARZOBISPO";"4400105";"686354";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.258-9999-000006";"Poblado Ibérico Amurallado de la Seña";"VALENCIA";"VILLAR DEL ARZOBISPO";"4396639";"688562";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.259-9999-000002";"Torre de Telegrafía Óptica de Villargordo de Cabriel";"VALENCIA";"VILLARGORDO DEL CABRIEL";"4375896";"631753";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.261-9999-000005";"Poblado Ibérico Pico de los Ajos";"VALENCIA";"YÁTOVA";"4355007";"676529";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"46.262-9999-000001";"Emblema de Jesús de La Yesa";"VALENCIA";"YESA (LA)";"4417617";"674349";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000002";"Escudo de la Casa Abadía";"VALENCIA";"YESA (LA)";"4417646";"674308";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000003";"Escudo calle Iglesia, 20-22";"VALENCIA";"YESA (LA)";"4417713";"674315";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000004";"Escudo de la calle Chelva, 14";"VALENCIA";"YESA (LA)";"4417642";"674135";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000005";"Escudo Avenida Reino de Valencia";"VALENCIA";"YESA (LA)";"4417634";"674351";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000006";"Escudo Real de Aragón y Valencia";"VALENCIA";"YESA (LA)";"4417750";"674031";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000007";"Emblema de Jesús y María 1564";"VALENCIA";"YESA (LA)";"4417690";"674149";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.262-9999-000008";"Emblema de Jesús de 1576";"VALENCIA";"YESA (LA)";"4417619";"674133";1;"Bienes inmuebles 1ª";4;"Monumento"
"46.902-9999-000001";"Castillo de Torrejón";"VALENCIA";"GÁTOVA";"4406912";"709517";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
